lat,lng
-12.090101579569712,-77.00453907251358
-12.054083191895508,-77.09995061159134
-12.08464939435597,-77.06958800554276
-12.080865055665079,-77.05902546644211
-12.119253407623269,-76.9886764883995
-12.083305992141526,-77.01439887285233
-12.134735484464507,-77.0251277089119
-12.199829658557498,-76.98408991098404
-12.111355216490772,-77.03772872686386
-12.17357755151022,-76.96791619062424
-12.089097829990614,-77.00809568166733
-12.086314706157658,-77.0342418551445
-12.075040266440915,-77.08305805921555
-12.06483294433226,-77.018121778965
-11.996826375627201,-77.00775235891342
-12.08345807541108,-76.99297338724136
-12.111129626307587,-76.99333280324936
-12.056605239449048,-77.10173696279526
-12.13824860799135,-76.99923902750015
-12.03253299259881,-77.00532227754593
-12.075270926066416,-76.99482411146164
-12.10666091290367,-77.04014271497726
-12.12549896055988,-77.02284246683121
-12.108394662176657,-77.04044312238693
-12.108977648043314,-77.03706353902817
-12.125126356549458,-77.02938169240952
-12.10867348150419,-77.03564196825027
-12.080026062961345,-76.96787863969803
-12.091630016428788,-77.06415385007858
-12.142050689730361,-76.99103146791458
-12.102952615847563,-77.04909056425095
-12.076216377058849,-77.08896964788437
-12.107657058319298,-77.01742976903915
-12.07623665482813,-77.05291002988815
-12.112331084137118,-76.9732216000557
-12.076943842031582,-76.91624075174332
-12.110414834940649,-76.98455661535263
-12.077045230877957,-77.11116760969162
-12.162875958775494,-76.96387141942978
-12.13006652808901,-77.02193588018417
-12.126173196388265,-77.01855629682541
-12.151677560693535,-77.01523572206497
-12.106412510230058,-77.03945606946945
-12.112691014541745,-77.01550930738449
-12.116226950559017,-77.03717082738876
-12.083267971324133,-76.97719663381577
-12.119405490892824,-76.98874086141586
-12.14900849931275,-77.02172130346298
-11.984636901571939,-77.06723302602768
-12.005768871877343,-77.00582653284073
-12.05199458166021,-77.1159902215004
-12.114919034440796,-77.04288929700851
-12.061874924739314,-77.03042775392532
-12.074196204294857,-77.0835891366005
-12.090377864176084,-77.05234676599503
-12.102106018980344,-77.02169448137283
-12.10809049563754,-76.97183758020401
-12.11685302668537,-77.04681605100632
-12.118837713353138,-77.01727420091629
-12.101606678911956,-76.97182148694992
-12.119146949334578,-77.03151673078537
-12.076921029541147,-77.08408266305923
-12.098970568906239,-76.96897834539413
-12.178705292415565,-77.00670093297958
-12.081889083013458,-77.02338963747025
-12.134781109445377,-77.02510088682175
-12.117965769274328,-77.03531473875046
-12.131328819226361,-77.03010588884354
-12.045769306492879,-77.09784239530563
-12.094144459818857,-76.98132187128067
-12.049822325626657,-77.07826226949692
-12.142154613297897,-77.02209681272507
-12.0950645635997,-77.0543047785759
-12.075450891268737,-76.96368366479874
-11.991052280826224,-77.11099058389664
-12.191556328693416,-77.02081471681595
-12.09099126669664,-77.0522877573967
-11.999368700950015,-77.11124807596207
-12.130586145926678,-77.02267616987228
-12.110929383336,-77.04137116670609
-12.066080027142654,-77.09457010030746
-12.055140170618948,-77.05039411783218
-12.101038901372256,-76.97153180837631
-12.08140495127202,-77.02871650457382
-12.117600769427376,-77.02272981405258
-12.104605254043449,-77.03874796628952
-12.006828385321946,-77.05810815095901
-12.088377969181359,-77.07762390375137
-12.130941006888982,-76.98084980249405
-12.128299827440948,-76.9924208521843
-12.031334069490434,-76.92699640989304
-12.018888588598081,-77.06681996583939
-12.0655223884876,-76.96466535329819
-12.089115573038733,-77.00810104608536
-12.008475954075514,-77.00572997331619
-12.109991536507046,-77.03749269247055
-12.112090285626977,-76.99025899171829
-12.101056644420375,-76.97212725877762
-12.08366085310383,-77.00825124979019
-12.05617433685196,-77.03739076852798
-12.138360135722365,-76.97600573301315
-12.13073569447507,-76.97952479124069
-12.08551373427131,-76.97579652070999
-12.113393132302882,-77.04552859067917
-12.128043820603857,-76.99136942625046
-12.117114102964784,-77.03511089086533
-12.089140920250323,-77.00804203748703
-11.934013450577616,-77.0610585808754
-12.089749253328563,-77.04793721437454
-11.991227176586214,-77.07008689641953
-12.103104699117118,-76.970753967762
-12.119007539670811,-77.03684359788895
-12.102126296749617,-77.01869040727615
-12.011068973821523,-77.08090156316757
-12.162054709119865,-77.0193287730217
-12.062774750750883,-76.95015996694565
-12.102531852135108,-77.02762216329575
-12.11935986591196,-76.98877841234207
-12.08201328435026,-76.96755141019821
-12.147158152866432,-77.02149599790573
-12.062952181232028,-77.08678096532822
-12.001591651406756,-77.05175131559372
-12.107423863972635,-77.05428332090378
-12.014779805598799,-77.05970674753189
-12.08874296902831,-76.98150962591171
-12.092129356497182,-76.95031553506851
-12.130167916935385,-77.02356666326523
-12.070814886268302,-77.03666120767593
-12.061109438949195,-77.07450181245804
-12.014087826722296,-77.09499925374985
-12.133980137559028,-77.0234003663063
-12.020313101889634,-77.08516091108322
-12.158561863362301,-76.98892325162888
-12.078269501197916,-77.08144336938858
-12.112749313128411,-77.03572243452072
